StartFrame,EndFrame,Verb,Verb_class,Noun,Noun_class,ActionLabel,ActionName
8,202,open,2,door,8,0,open door
262,370,turn-on,12,light,113,1,turn-on light
418,569,close,3,door,8,2,close door
766,839,open,2,fridge,10,3,open fridge
915,983,take,0,celery,185,4,take celery
990,1083,take,0,container,29,5,take container
1091,1268,take,0,tofu,159,6,take tofu
1314,1399,close,3,fridge,10,7,close fridge
1390,1457,open,2,fridge,10,3,open fridge
1468,1676,take,0,carrot,40,8,take carrot
1498,1572,open,2,drawer,9,9,open drawer
1753,1879,close,3,fridge,10,7,close fridge
2200,2266,put-down,1,vegetable,90,10,put-down vegetable
2507,2553,open,2,cupboard,8,0,open cupboard
2592,2798,take,0,board:cutting,19,11,take board:cutting
2787,2868,put-down,1,board:cutting,19,12,put-down board:cutting
2865,2925,close,3,cupboard,8,2,close cupboard
3099,3180,open,2,drawer,9,9,open drawer
3210,3360,take,0,knife,5,13,take knife
3213,3261,take,0,knife,5,13,take knife
3283,3344,put-down,1,knife,5,14,put-down knife
3366,3396,close,3,drawer,9,15,close drawer
3447,3522,put-down,1,knife,5,14,put-down knife
3543,3738,open,2,tap,3,16,open tap
3711,3913,wash,4,courgette,69,17,wash courgette
3912,4387,wash,4,courgette,69,17,wash courgette
4457,4733,wash,4,carrot,40,18,wash carrot
4739,4967,wash,4,carrot,40,18,wash carrot
4931,4991,close,3,tap,3,19,close tap
5129,5189,put-down,1,vegetable,90,10,put-down vegetable
5245,5297,open,2,cupboard,8,0,open cupboard
5551,5645,take,0,grater,131,20,take grater
5716,5973,take,0,pan,1,21,take pan
6044,6135,put-down,1,pan,1,22,put-down pan
6099,6144,close,3,cupboard,8,2,close cupboard
6181,6226,close,3,cupboard,8,2,close cupboard
6246,6313,take,0,courgette,69,23,take courgette
6341,7321,cut,5,courgette,69,24,cut courgette
7327,7618,turn-on,12,hob,47,25,turn-on hob
7668,8693,cut,5,courgette,69,24,cut courgette
7859,8747,cut,5,courgette,69,24,cut courgette
9031,9939,dice,5,courgette,69,24,dice courgette
9945,10816,dice,5,courgette,69,24,dice courgette
10822,11634,dice,5,courgette,69,24,dice courgette
14342,14928,dice,5,courgette,69,24,dice courgette
15003,15472,pour,7,courgette,69,26,pour courgette
15701,15878,throw,8,courgette,69,27,throw courgette
15903,15986,open,2,drawer,9,9,open drawer
16114,16154,close,3,drawer,9,15,close drawer
16225,16329,take,0,spatula,22,28,take spatula
16324,16671,stir,6,courgette,69,29,stir courgette
16776,16881,take,0,salt,31,30,take salt
16887,16975,open,2,salt,31,31,open salt
16968,17103,pour,7,salt,31,32,pour salt
17109,17207,put-down,1,salt,31,33,put-down salt
17271,17655,stir,6,courgette,69,29,stir courgette
17661,17736,put-down,1,spatula,22,34,put-down spatula
17742,17982,take,0,celery,185,4,take celery
18075,18930,wash,4,celery,185,35,wash celery
18078,18207,open,2,tap,3,16,open tap
18213,18929,wash,4,celery,185,35,wash celery
18901,18956,close,3,tap,3,19,close tap
19095,19200,put-down,1,celery,185,36,put-down celery
19366,19690,cut,5,celery,185,37,cut celery
19696,20284,cut,5,celery,185,37,cut celery
20498,20772,pour,7,celery,185,38,pour celery
20760,20860,put-down,1,board:cutting,19,12,put-down board:cutting
20839,21227,take,0,celery,185,4,take celery
21245,21506,throw,8,celery,185,39,throw celery
21612,21710,open,2,fridge,10,3,open fridge
21645,21784,put,1,celery,185,36,put celery
21784,21849,close,3,fridge,10,7,close fridge
22040,22100,take,0,spatula,22,28,take spatula
22102,22681,stir,6,spatula,22,40,stir spatula
22669,22758,put-down,1,spatula,22,34,put-down spatula
22755,22872,open,2,container,29,41,open container
22891,23091,take,0,onion,13,42,take onion
23040,23085,take,0,onion,13,42,take onion
23091,23134,put-down,1,onion,13,43,put-down onion
23128,23302,close,3,container,29,44,close container
23431,23476,take,0,spatula,22,28,take spatula
23457,23527,take,0,knife,5,13,take knife
23555,23925,cut,5,onion,13,45,cut onion
23724,24421,cut,5,onion,13,45,cut onion
24503,25330,cut,5,onion,13,45,cut onion
25481,25585,put-down,1,knife,5,14,put-down knife
25617,25761,take,0,kettle,38,46,take kettle
25784,26028,open,2,tap,3,16,open tap
25794,26266,pour,7,water,17,47,pour water
26220,26589,pour,7,water,17,47,pour water
26490,26535,close,3,tap,3,19,close tap
26706,26827,turn,13,kettle,38,48,turn kettle
27004,27048,take,0,spatula,22,28,take spatula
27033,27498,stir,6,vegetable,90,49,stir vegetable
27334,27884,stir,6,vegetable,90,49,stir vegetable
28050,28113,take,0,glass,16,50,take glass
28148,28219,take,0,glass,16,50,take glass
28287,28362,open,2,cupboard,8,0,open cupboard
28450,28633,put,1,glass,16,51,put glass
28604,28759,close,3,cupboard,8,2,close cupboard
28785,28852,take,0,cup,23,52,take cup
28888,28932,open,2,cupboard,8,0,open cupboard
28927,28980,put,1,cup,23,53,put cup
29113,29232,take,0,container,29,5,take container
29302,29347,put,1,container,29,54,put container
29520,29564,open,2,container,29,41,open container
29593,29662,put,1,container,29,54,put container
29748,29819,close,3,lid,11,55,close lid
29978,30036,put,1,container,29,54,put container
30141,30198,take,0,plate,4,56,take plate
30279,30475,put,1,plate,4,57,put plate
30489,30596,open,2,drawer,9,9,open drawer
30557,30692,take,0,drawer,9,58,take drawer
30759,30865,put-down,1,drawer,9,59,put-down drawer
31008,31082,open,2,drawer,9,9,open drawer
31072,31147,take,0,fork,18,60,take fork
31160,31215,put-down,1,fork,18,61,put-down fork
31271,31324,take,0,spatula,22,28,take spatula
31315,31713,stir,6,vegetable,90,49,stir vegetable
32522,32578,take,0,container,29,5,take container
32783,32845,open,2,fridge,10,3,open fridge
32844,32940,put,1,container,29,54,put container
32956,33001,close,3,fridge,10,7,close fridge
33204,33269,take,0,spatula,22,28,take spatula
33279,33510,stir,6,vegetable,90,49,stir vegetable
33667,33739,take,0,grater,131,20,take grater
33667,33751,take,0,grater,131,20,take grater
33724,33768,take,0,carrot,40,8,take carrot
33855,34130,cut,5,carrot,40,62,cut carrot
34150,34261,drop,61,grater,131,63,drop grater
34465,35215,grate,37,carrot,40,64,grate carrot
35221,35734,grate,37,carrot,40,64,grate carrot
35417,36043,grate,37,carrot,40,64,grate carrot
36131,38339,grate,37,carrot,40,64,grate carrot
38370,38416,put-down,1,grater,131,65,put-down grater
38508,38569,throw,8,carrot,40,66,throw carrot
38669,38719,take,0,grater,131,20,take grater
