StartFrame,EndFrame,Verb,Verb_class,Noun,Noun_class,ActionLabel,ActionName
248,355,open,2,fridge,10,0,open fridge
390,484,take,0,mushroom,110,1,take mushroom
481,522,move,9,container,29,2,move container
524,853,take,0,sausage,84,3,take sausage
849,973,put,1,mushroom,110,4,put mushroom
979,1192,close,3,fridge,10,5,close fridge
1339,1458,put-down,1,sausage,84,6,put-down sausage
1530,1672,take,0,board:cutting,19,7,take board:cutting
1651,1757,put-down,1,board:cutting,19,8,put-down board:cutting
1801,1866,open,2,cupboard,8,9,open cupboard
1845,2010,put,1,cup,23,10,put cup
2087,2214,take,0,plate,4,11,take plate
2217,2397,take,0,plate,4,11,take plate
2418,2493,put-down,1,plate,4,12,put-down plate
2529,2679,put,1,plate,4,12,put plate
2760,2871,take,0,saucepan,1,13,take saucepan
2907,2952,open,2,cupboard,8,9,open cupboard
3054,3123,move,9,saucepan,1,14,move saucepan
3264,3339,put,1,saucepan,1,15,put saucepan
3378,3600,take,0,saucepan,1,13,take saucepan
3613,3685,put-on,1,saucepan,1,15,put-on saucepan
3871,4106,take,0,bowl,6,16,take bowl
4217,4429,put,1,bowl,6,17,put bowl
4641,4774,take,0,colander,42,18,take colander
4777,4876,take,0,lid,11,19,take lid
4882,4965,take,0,glass,16,20,take glass
4993,5079,put,1,glass,16,21,put glass
5152,5254,take,0,ladle,109,22,take ladle
5593,5667,take,0,cloth,32,23,take cloth
5671,6279,dry,11,ladle,109,24,dry ladle
5673,6291,dry,11,ladle,109,24,dry ladle
6285,6357,open,2,drawer,9,25,open drawer
6363,6412,put,1,ladle,109,26,put ladle
6591,6651,take,0,knife,5,27,take knife
6654,6705,dry,11,knife,5,28,dry knife
6716,6750,put-down,1,knife,5,29,put-down knife
6765,6829,take,0,spatula,22,30,take spatula
6901,7085,take,0,cutlery,75,31,take cutlery
7179,7306,open,2,drawer,9,25,open drawer
7215,7290,put-down,1,cloth,32,32,put-down cloth
7302,7359,put-down,1,spatula,22,33,put-down spatula
7311,7356,put,1,spatula,22,33,put spatula
7376,7581,put-down,1,cutlery,75,34,put-down cutlery
7587,7670,open,2,drawer,9,25,open drawer
7736,8421,put-down,1,cutlery,75,34,put-down cutlery
8387,8507,close,3,drawer,9,35,close drawer
8525,8664,close,3,cupboard,8,36,close cupboard
8530,8629,close,3,cupboard,8,36,close cupboard
8670,8779,close,3,cupboard,8,36,close cupboard
8794,8905,open,2,cupboard,8,9,open cupboard
8895,9019,take,0,potato,27,37,take potato
9151,9416,put,1,lid,11,38,put lid
9412,9498,close,3,cupboard,8,36,close cupboard
9567,9633,move,9,sausage,84,39,move sausage
9693,9775,move,9,board:cutting,19,40,move board:cutting
9893,9956,take,0,kettle,38,41,take kettle
9985,10030,open,2,kettle,38,42,open kettle
10083,10135,turn-off,15,top,78,43,turn-off top
10130,10834,pour,7,water,17,44,pour water
10821,10899,close,3,kettle,38,45,close kettle
10840,10885,close,3,tap,3,46,close tap
10938,11053,put-down,1,kettle,38,47,put-down kettle
11050,11111,turn-on,12,kettle,38,48,turn-on kettle
11206,11268,take,0,spoon,7,49,take spoon
11424,11476,open,2,drawer,9,25,open drawer
11474,11530,put,1,spoon,7,50,put spoon
11494,11575,close,3,drawer,9,35,close drawer
11566,11677,take,0,cloth,32,23,take cloth
11706,11772,hang,33,cloth,32,51,hang cloth
11811,11868,open,2,drawer,9,25,open drawer
11860,11952,take,0,knife,5,27,take knife
11954,11989,close,3,drawer,9,35,close drawer
12030,12083,put-down,1,knife,5,29,put-down knife
